,index,ticker,activity_domain,market_cap,net_revenue_y1,net_revenue_y2,net_revenue_y3,net_revenue_y4,net_income_y1,net_income_y2,net_income_y3,net_income_y4,earnings_per_share_y0,earnings_per_share_y1,earnings_per_share_y2,earnings_per_share_y3,earnings_per_share_y4,forward_earnings_per_share,price_earnings_ratio,forward_price_earnings_ratio,projected_earnings_growth,free_cash_flow,return_on_equity_y0,return_on_equity_y1,return_on_equity_y2,return_on_equity_y3,return_on_equity_y4,dividend_payout_ratio,price_to_free_cash_flow,stock_price,debt_to_equity_ratio_y1,debt_to_equity_ratio_y2,debt_to_equity_ratio_y3,return_on_assets_y1,return_on_assets_y2,return_on_assets_y3,return_on_assets_y4,return_on_investments_y1,return_on_investments_y2,return_on_investments_y3,return_on_investments_y4,price_to_earnings_growth,price_to_book_ratio
80,122,CMCSA,Communication Services,191474368512,121427000000.0,116385000000.0,103564000000.0,108942000000.0,5370000000.0,14159000000.0,10534000000.0,13057000000.0,1.34,1.272476,3.12338,2.299671,2.867758,4.21,34.27612,10.909739,8.141596268656716,11123749888,0.06925,0.06634298209851378,0.14734837447446197,0.11662588709409563,0.157834296351812,0.7044,16.931046351034247,45.28,1.171330442410091,0.9870748865670399,1.1487660950145588,0.020872607132445826,0.0513183885757779,0.0384636450273671,0.04956836007197795,0.6937984496124031,1.6299067572234374,1.274222813596226,1.6994663542886894,1.62,2.2562263
81,125,COP,Energy,140161253376,78494000000.0,45828000000.0,18784000000.0,32567000000.0,18680000000.0,8079000000.0,-2701000000.0,7189000000.0,12.56,14.62,6.09,-2.51,6.43,10.0,9.222134,11.583,0.9222133757961783,11041250304,0.26455998,0.3891423452700873,0.17792802713297803,-0.09048879359442527,0.20551156342014237,0.373,12.761180685763032,116.44,0.34670749744807616,0.4390168700171784,0.5148916211598379,0.19908557055920878,0.08911218715875624,-0.04313456194704398,0.10195138554046006,2.27112462006079,1.1358076760860396,-0.3369090682300112,0.8275584206285254,-1.31,2.9182203
82,126,ED,Utilities,31330682880,15670000000.0,13676000000.0,12246000000.0,12574000000.0,1660000000.0,1346000000.0,1101000000.0,1343000000.0,7.01,4.68,3.86,3.29,4.09,5.24,12.897289,17.253819,2.4613151212553497,-1079750016,0.118140005,0.08024363126601247,0.0671757249089185,0.058417785323924235,0.07452003107313283,0.4591,-29.1931261244825,90.96,1.1802097935901774,1.2657583470579428,1.3306627049397781,0.024035329037862884,0.021325812789150137,0.017505366086334368,0.023123676371838358,1.9738406658739596,1.577960140679953,0.6062775330396476,0.650363196125908,3.04,1.4948744
83,129,COO,Healthcare,18702598144,3308400000.0,2922500000.0,2430900000.0,2653400000.0,385800000.0,2944700000.0,238400000.0,466700000.0,5.79,7.83,59.8,4.85,9.44,14.33,65.24525,26.362177,4.553053022452504,379924992,0.04008,0.053772283161665296,0.42418611351195623,0.0623300564735411,0.12862064213862479,0.010299999,49.917724951876814,383.07,0.38515896135030037,0.2464275424949582,0.5307467057101025,0.03357030359458072,0.3065416085444817,0.03538404452690167,0.07438042871941987,0.0011027360055975146,0.02271285985078697,0.000814195356750036,0.0024488709420424706,2.99,2.5345864
84,131,GLW,Technology,26781200384,14189000000.0,14082000000.0,11303000000.0,11503000000.0,1316000000.0,1906000000.0,512000000.0,960000000.0,0.74,1.56,1.3,0.54,1.11,2.31,44.135136,14.138529,19.10612027027027,-70000000,0.0585,0.10959360426382411,0.15454471742479525,0.0386211058308818,0.07437824436352367,1.4864999,-381.41714285714284,32.56,0.6509826782145236,0.5711505716370713,0.6031530512182244,0.044611681751923794,0.06322983014861996,0.016636880584890334,0.03322029206173437,3.6555555555555554,5.9937106918239,1.1770114942528735,2.874251497005988,2.14,2.34677
85,132,CTVA,Basic Materials,37114679296,17455000000.0,15655000000.0,14217000000.0,13846000000.0,1147000000.0,1759000000.0,681000000.0,-959000000.0,1.7,1.59,2.39,0.91,-1.28,3.35,30.711763,15.585074,9.167690588235295,-381750016,0.04279,0.04533238479171607,0.0692956192877403,0.027433129229777635,-0.039450409313423015,0.345,-99.38255848266945,53.37,0.05165599557347245,0.04400409706901986,0.04451337415404447,0.026913510723168613,0.041540714150765164,0.015967549063284014,-0.02261952496638913,11.245098039215685,23.144736842105264,10.318181818181818,-14.530303030303031,1.9,1.4127992
86,133,CSGP,Real Estate,32981354496,2182399000.0,1944135000.0,1659019000.0,1399719000.0,369453000.0,292564000.0,227128000.0,314963000.0,0.87,0.93,0.75,0.6,0.87,1.45,92.793106,55.67586,63.99524137931034,474424512,0.05919,0.053776782097433216,0.05122212900180543,0.042253549948942946,0.09248404022441907,0.0,69.96644051983553,81.25,0.16092584104413882,0.19637437163758703,0.21274597659430747,0.04396957085238031,0.04031544724992356,0.032843702913199775,0.08172396059560154,0.001374210711619595,0.002907380282710784,0.0006003429206371709,0.00299021069287732,3.24,4.6385894
87,134,COST,Consumer Defensive,248823169024,226954000000.0,195929000000.0,166761000000.0,152703000000.0,5844000000.0,5007000000.0,4002000000.0,3659000000.0,13.48,13.17,11.3,9.05,8.32,15.52,41.65356,36.17848,2.6838635014836796,4304124928,0.27265,0.2831121015405484,0.28507173764518334,0.21887989499015534,0.24004461064094995,0.2756,57.62610048478594,559.7,0.43789361495979073,0.5769186973354589,0.5560599431196674,0.0910762709222953,0.08448066410204495,0.07203542371661027,0.08059471365638766,0.0035695990644952344,0.009196949638452554,0.002573784236969487,0.0020358898280004424,4.8,10.559484
88,136,CCI,Real Estate,45401018368,6986000000.0,6340000000.0,5840000000.0,5773000000.0,1675000000.0,1096000000.0,1056000000.0,863000000.0,3.93,3.87,2.54,2.36,1.8,3.22,26.638678,32.512424,8.272881424936386,1578499968,0.22902,0.22486239763726676,0.13271978687333494,0.11161610823380193,0.08220613450180987,1.5687,28.745643640735253,104.63,3.7535239629480466,3.270646645676919,2.6865024838811964,0.04303589321959867,0.02807377049180328,0.02723895996698308,0.02242723492723493,0.002070290883079588,0.0037197765980734603,0.0012605945671746335,0.0004720121805883437,-5.62,6.448414
89,137,CSX,Industrials,62035722240,14853000000.0,12522000000.0,10583000000.0,11937000000.0,4166000000.0,3781000000.0,2765000000.0,3331000000.0,1.98,1.95,1.68,1.2,1.39,2.04,15.616161,15.156863,7.654981313131313,2496999936,0.32359,0.329980198019802,0.2800740740740741,0.21090770404271547,0.28078900783950095,0.21209998,24.99676708131081,31.11,1.4294653465346534,1.2122962962962962,1.2742181540808544,0.09939874021759877,0.09328662011793443,0.06948458271555298,0.08706903311812217,1.817626527050611,1.8013339685564556,1.3929471032745593,1.7727514635444386,2.19,5.0555916
90,138,CMI,Industrials,33581338624,28074000000.0,24021000000.0,19811000000.0,23571000000.0,2151000000.0,2131000000.0,1789000000.0,2260000000.0,17.74,15.2,14.74,12.07,14.54,19.42,13.372041,12.215242,0.6885705749718152,144000000,0.24711001,0.2396657381615599,0.25147510030682085,0.22190523443314314,0.30105235113893697,0.3516,234.5140875,238.59,0.8752089136490251,0.49079537408543783,0.5164971471098982,0.07099244199478531,0.08987768873892872,0.07907531824611033,0.1145057506206617,1.222853894258101,1.3855656697009102,1.2414989590562109,1.8270008084074374,1.03,3.2506135
91,139,CVS,Healthcare,94818934784,322467000000.0,292111000000.0,268706000000.0,256776000000.0,4311000000.0,7910000000.0,7179000000.0,6634000000.0,3.01,3.14,6.0,5.48,5.1,8.66,24.571428,8.540416,2.837347508305648,18011875328,0.03807,0.060319858959828734,0.10536130536130536,0.10346020262577642,0.10387698860077665,1.0548,5.3097988231422875,74.6,0.9896878366844366,1.0123076923076924,1.22558330571128,0.018885116635636842,0.03394864355641011,0.031116312333398347,0.029822566071324212,0.20435153583617746,0.34353963083604777,0.3449452239092831,0.383158137923068,1.97,1.3037423
92,140,DHI,Consumer Cyclical,41753628672,33480000000.0,27774200000.0,20311100000.0,17592900000.0,5857500000.0,4175800000.0,2373700000.0,1618500000.0,14.05,16.65,11.56,6.49,4.34,13.73,8.786476,8.991261,0.6399474021352313,1762550016,0.24274999,0.3019905858333806,0.28050918617539383,0.2004814189189189,0.1615124390024848,0.0694,24.190174463951212,126.06,0.31278645927316034,0.36357773821919187,0.3617652027027027,0.19299135780910742,0.17387647350297095,0.1255109108886809,0.10370612433201339,,,,1.509794776119403,-1.71,1.9280025
93,141,DHR,Healthcare,190037049344,31471000000.0,29453000000.0,22284000000.0,17911100000.0,7209000000.0,6433000000.0,3646000000.0,3008200000.0,8.53,9.8,8.77,4.97,4.11,9.7,30.173508,26.534021,3.1106706916764364,5573250048,0.12937,0.14394393195159938,0.14242699315872207,0.09168636523663432,0.09937695321533105,0.1221,33.92318871245448,256.06,0.3928956511321433,0.4909779263621671,0.533219333098627,0.08546532305868405,0.07733458357376419,0.04787227058468245,0.04845558104172573,0.002837088585814041,0.006348586303931033,0.0011748403956270783,0.0014997228570986024,-974.67,3.6738658
94,143,DVA,Healthcare,9900102656,11609894000.0,11618797000.0,11550604000.0,11388479000.0,560400000.0,978450000.0,773642000.0,810981000.0,5.32,6.03,9.3,6.46,5.29,7.57,20.381578,14.323646,2.6924146616541353,1168644352,0.29011,0.7867184407139428,1.295088867358122,0.5591652295589802,0.38013386087712203,0.0,8.534137852060573,109.96,16.597021588430017,15.850593243221779,8.090666437307652,0.03310442212226047,0.0571474862465225,0.04553911595338875,0.04684666064442875,2.034585041225398,3.392742592624699,2.6706411123845295,2.911939591098089,1.32,9.726409
95,144,DE,Industrials,127412453376,51282000000.0,43033000000.0,34722000000.0,38379000000.0,7131000000.0,5963000000.0,2751000000.0,3253000000.0,29.74,23.42,19.14,8.77,10.28,32.1,14.612307,13.538007,0.4552120712844654,580750016,0.43096,0.35193959135327213,0.3235310075416418,0.2126458993584293,0.2850258477175151,0.1584,220.16030263871744,436.09,2.561395716118843,2.6266616027345235,3.555538378294813,0.07920693102299234,0.07089188482297834,0.03663554886737425,0.044554930079029186,60.94871794871795,34.074285714285715,14.253886010362693,15.130232558139534,1.0,5.689355
96,145,DAL,Industrials,28863731712,50582000000.0,29899000000.0,17095000000.0,47007000000.0,1318000000.0,280000000.0,-12385000000.0,4767000000.0,4.66,2.07,0.44,-19.49,7.32,7.62,9.62661,5.8871393,1.2633346137339057,459624992,0.50154996,0.20415117719950435,0.07705008255365987,-9.153732446415374,0.3087435233160622,0.0,63.03641517282855,45.03,4.741325898389095,9.525316455696203,26.273466371027347,0.018235904531304047,0.003863614411281754,-0.17189213196208242,0.0738737621844442,0.6193609022556391,0.16355140186915887,-7.438438438438438,,0.18,3.546245
97,147,DVN,Energy,32572688384,19169000000.0,12206000000.0,4828000000.0,6220000000.0,6015000000.0,2813000000.0,-2680000000.0,-355000000.0,9.17,9.15,4.2,-7.12,-0.89,6.21,5.5354414,8.173913,0.8913754634678299,-571875008,0.44957,0.5386406375929077,0.3037141006262146,-0.92894280762565,-0.06118579800068942,0.6161,-57.440211414029825,51.19,0.5997134413898093,0.7270567911898078,1.5750433275563258,0.25357278360945995,0.13379310344827586,-0.27037933817594834,-0.025880294525041918,13.670454545454545,6.997512437810945,,,-3.23,2.9523642
98,148,DXCM,Healthcare,43907526656,2909800000.0,2448500000.0,1926700000.0,1476000000.0,341200000.0,154700000.0,493600000.0,101100000.0,0.72,0.88,0.56,1.3075,0.2775,1.6,157.31943,70.79375,98.32465277777779,438350016,0.16413,0.1600525377615161,0.06870974905618477,0.2702436353681905,0.11454792658055744,0.0,98.12270785910042,110.96,0.9782343559433343,0.8091494559182767,1.00711743772242,0.06328245265871618,0.031807714450201495,0.11504486656566834,0.04221294363256785,0.002325875606343999,0.002788108360462049,0.003320420865773295,0.0011349131450517692,2.48,20.82169
99,149,FANG,Energy,27109771264,9566000000.0,6792000000.0,2806000000.0,3955000000.0,4386000000.0,2182000000.0,-4517000000.0,240000000.0,24.14,24.61,12.24,-28.59,1.47,18.91,6.2013254,7.916446,0.32793893951946973,558750016,0.23724002,0.2922246652008795,0.18050959629384514,-0.5136456675005686,0.018114574684881878,0.4715,48.75520293497406,150.43,0.4162835631954161,0.55319324950364,0.6612463042983853,0.16734709450951962,0.09529216525460739,-0.2563709631647653,0.010199311546470613,7.749116607773852,3.5595432300163132,-8.47467166979362,0.5010438413361169,5.6,1.7249126
100,150,DLR,Real Estate,35183067136,4691834000.0,4427883000.0,3903609000.0,3209241000.0,377872000.0,1709259000.0,356402000.0,579761000.0,1.1,1.18,5.95,1.01,2.37,1.27,109.781815,95.08662,86.44238181818181,1497413888,0.02283,0.021490349896100477,0.09493474100572699,0.0201155940300819,0.05868434967941087,3.8425,23.213763277504743,119.31,1.0275552406614126,0.8309222970526147,0.8338233236520525,0.009108642116844262,0.04699696669412553,0.009879119779802197,0.025132551917621763,0.1897494559175184,0.9455492620688625,0.3104119816262222,0.45043659860975255,5.62,2.1395414
101,152,DIS,Communication Services,167673053184,82722000000.0,67418000000.0,65388000000.0,69570000000.0,3145000000.0,1995000000.0,-2864000000.0,11054000000.0,2.23,1.73,1.1,-1.58,6.68,4.92,41.147984,18.650406,8.363410762331839,5236874752,0.04296,0.0331024755810037,0.022528881009113187,-0.0342653410382494,0.12437413504056168,0.0,30.527839937219102,87.49,0.5091044964634557,0.6143891228981514,0.701434502231315,0.015444603228388604,0.00979819163200055,-0.01420994398384512,0.05698408116133289,0.9773151025481666,0.5069885641677255,-0.7337945170381758,3.4286600496277915,1.14,1.713123
102,155,D,Utilities,41696739328,17174000000.0,13964000000.0,14172000000.0,16572000000.0,994000000.0,3288000000.0,-401000000.0,1448000000.0,1.44,1.09,4.059259,-0.497519,1.727924,3.6,34.63889,13.8555565,9.621914236111111,-3939500032,0.08226,0.03565151895556114,0.12040427713490552,-0.015353983995098977,0.045258485966118644,0.9889,-10.543954195982602,49.69,1.6383200028693374,1.4860480445290758,1.417237814450358,0.009535412449756819,0.033015362988251834,-0.004181220999947865,0.013946813326526877,0.10620792819745699,0.2915927633912735,-0.03916780621215081,0.1762200316417184,1.5,1.5668782
103,157,DOV,Industrials,19914573824,8508088000.0,7907081000.0,6683760000.0,7136397000.0,1065376000.0,1123818000.0,683451000.0,677918000.0,7.48,7.47,7.81,4.74,4.67,9.77,19.033422,14.572159,1.9481495989304811,706290624,0.22549,0.24854993717288723,0.26824453733212905,0.2018596639526631,0.22353907131033482,0.2802,28.429950853545524,143.58,0.858136006118003,0.745768019691001,0.9182036125871403,0.09777214172709651,0.10802175049143918,0.07467717153510778,0.07819595115137856,0.003598840306003705,0.010078268629248315,0.00241869199321693,0.002032717333897509,1.68,4.2713985
104,158,DOW,Basic Materials,39595495424,56902000000.0,54968000000.0,38542000000.0,42951000000.0,4582000000.0,6311000000.0,1225000000.0,-1359000000.0,4.0,6.32,8.44,1.64,-1.84,3.92,13.995,14.280612,3.570153,2972124928,0.091709994,0.2211603436625157,0.3474263693916873,0.09851226377161239,-0.1003618639686877,1.1429,13.217572106148022,55.54,0.8063519644753354,0.8882466281310212,1.5314837153196623,0.07560681814431629,0.100190506429592,0.01992842036765902,-0.02245390258409887,1.0456412596987676,1.2048491790759832,0.2986348122866894,-0.3404308617234469,-3.03,1.9682161
105,159,DTE,Utilities,22111373312,19228000000.0,14964000000.0,12177000000.0,12669000000.0,1083000000.0,907000000.0,1368000000.0,1169000000.0,5.65,5.53,4.68,7.09,6.32,6.71,18.98761,15.988077,2.8297481415929204,-1450125056,0.13617,0.10416466288352409,0.104192992533027,0.11010060362173038,0.1001542152159013,0.582,-15.394303292087935,108.31,1.8505338078291815,2.096611143021252,1.5816498993963783,0.025373099360401098,0.022835418817190766,0.03006857745735889,0.02791175206532639,3.2818181818181817,2.3805774278215224,0.34906863995917325,0.30860612460401265,2.34,2.110357
106,161,DD,Basic Materials,34949554176,13017000000.0,12566000000.0,20397000000.0,21512000000.0,5798000000.0,1177000000.0,-2951000000.0,498000000.0,2.18,11.77,11.92,-4.01,0.67,4.94,34.926605,15.412955,7.070162844036696,6281500160,0.03819,0.21880070946073438,0.04452767374115689,-0.07664138790774984,0.012150193963939786,0.67980003,5.581424334304243,76.38,0.3046907430469074,0.4078992168879809,0.5664606274672761,0.14004830917874397,0.025750979062288053,-0.041619654744443194,0.007176206121390282,7.909959072305593,1.199796126401631,-2.724838411819021,0.40553745928338764,1.25,1.337902
107,163,EMN,Basic Materials,10206560256,10580000000.0,10476000000.0,8473000000.0,9273000000.0,793000000.0,857000000.0,478000000.0,759000000.0,5.67,6.42,6.35,3.53,5.52,8.31,15.107584,10.308063,1.8180005291005292,354124992,0.1318,0.15389093731806713,0.15024544179523142,0.07936244396480159,0.12739174219536759,0.5287,28.387870009468298,84.37,0.9996118765767514,0.90445301542777,0.9327577619126681,0.05406695302379491,0.055222630324118824,0.029720823229496984,0.04741379310344827,0.002059373264552631,0.0053812560830124095,0.0009528973182807012,0.0012825249396855956,1.67,1.9221795
108,164,ETN,Industrials,86468296704,20752000000.0,19628000000.0,17858000000.0,21390000000.0,2462000000.0,2144000000.0,1410000000.0,2211000000.0,6.39,6.17,5.38,3.51,5.28,9.77,33.948357,22.203684,3.4747549295774647,2224124928,0.15794,0.14450052823101303,0.13062816060439894,0.09444072337575352,0.1374829001367989,0.4934,39.03021991009311,217.83,0.5349219391947412,0.5432279290806068,0.5615539182853315,0.07028462131376859,0.06300878713962442,0.04430618401206637,0.06739826245999085,0.002443165207168278,0.005427305420432269,0.0011827874424130483,0.0020905676265240247,2.03,4.8212023
109,165,EBAY,Consumer Cyclical,23148765184,9795000000.0,10420000000.0,10271000000.0,10479000000.0,-1269000000.0,13608000000.0,5667000000.0,1786000000.0,2.37,-2.27,20.87,7.98,2.1,4.49,18.265823,9.641426,4.068112236286919,2764875008,0.25535,-0.24626431205123228,1.3916956432808345,1.5914069081718618,0.6595273264401772,0.3966,8.445938558912244,43.67,1.8026392392780903,0.9492738801390878,2.2867172142656558,-0.060863309352517984,0.5110793960790205,0.2934748834800621,0.1007502679528403,-0.7061769616026711,1.7082601054481548,6.8031212484994,1.3685823754789272,1.26,4.379806
110,166,ECL,Basic Materials,52673384448,14187800000.0,12733100000.0,11790200000.0,12562000000.0,1091700000.0,1129900000.0,-1205100000.0,1558900000.0,4.02,3.83,3.95,-4.2,5.41,5.99,46.0199,30.88481,7.682788557213931,1381787520,0.1625,0.15086856179433672,0.1564048614379447,-0.19542690342982244,0.1794871794871795,0.5109,37.76945230595223,183.3,1.2324594740260637,1.2514603693142494,1.1330738668612665,0.05086119743015146,0.053281084955485135,-0.06648460774577954,0.07469895683091268,0.0019629648760949333,0.005391916168770286,-0.0023098493560796607,0.0021507121068733807,2.68,6.9779725
111,167,EIX,Utilities,26789660672,17220000000.0,14905000000.0,13578000000.0,12347000000.0,824000000.0,925000000.0,871000000.0,1405000000.0,2.19,1.61,2.0,1.98,3.78,5.09,31.940638,13.742632,6.275174429223744,-3584000000,0.053779997,0.05274950387299149,0.05822004028197382,0.06200170842824601,0.10561527475005637,1.1744,-7.510057422500001,70.28,2.118686383714231,1.8588242698892246,1.7188923690205011,0.010558552555707897,0.012375409726403105,0.012555497895404485,0.021822869746202355,0.20584561578815888,0.18796992481203006,0.17826442898076136,0.30371811500216167,3.29,1.940522
112,168,EW,Healthcare,48062197760,5382400000.0,5232500000.0,4386300000.0,4348000000.0,1521900000.0,1503100000.0,823400000.0,1046900000.0,2.38,2.46,2.41,1.32,1.68,2.88,32.890755,27.180553,11.420400420168068,808524992,0.22403,0.262093788210171,0.25756095889237307,0.1800056839297816,0.2523684400838898,0.0,58.460550607791234,77.97,0.11905212943668521,0.11828509741428057,0.15191395404761385,0.1835272836900814,0.1767812198621598,0.113774854568819,0.1613569457930673,1.2283292978208233,0.8194853342056483,1.0271956087824352,1.7880444064901793,3.16,7.463768
113,170,ELV,Healthcare,109837885440,156595000000.0,138639000000.0,121867000000.0,104213000000.0,6025000000.0,6104000000.0,4572000000.0,4807000000.0,26.84,25.1,25.04,18.23,18.81,37.01,17.366243,12.594164,0.4692311475409836,7991000064,0.17433001,0.16594596083399896,0.169273433166944,0.13771499141540408,0.15150655572365104,0.20549999,13.57475196736527,460.33,0.6641694439088881,0.638685524126456,0.6034820325913431,0.0586249172926478,0.0627293000503561,0.052785314321999656,0.06206344492789175,0.217847199623965,0.21209173036831133,0.1789152383188542,0.22639287900908964,1.1,2.8775597
114,172,EMR,Industrials,54583967744,19629000000.0,18236000000.0,16785000000.0,18372000000.0,3231000000.0,2303000000.0,1965000000.0,2306000000.0,4.93,5.44,3.85,3.26,3.74,4.91,19.373226,19.452139,3.945667139959432,4857999872,0.15138,0.3117522192203782,0.23208707044240653,0.23262696815437434,0.27873806358032155,0.3719,11.237069677847863,95.52,1.0009648784253184,0.6716718734253754,0.8862317982715757,0.09057524108544517,0.09318227796884483,0.08587536054540687,0.11250426891740255,0.003677125842260503,0.008705865514714098,0.0027863414985356736,0.00318759156154075,2.16,2.7601652
115,173,ENPH,Technology,18701025280,2330853000.0,1382049000.0,774425000.0,624333000.0,397362000.0,145449000.0,133995000.0,161148000.0,3.33,2.94,1.09,1.07,1.38,6.62,40.97898,20.613295,6.190178678678679,587812608,0.80449,0.4813166128252741,0.33812138513325024,0.27685317762860207,0.5919944748945675,0.0,32.28088676859412,138.46,1.562983527804325,2.412187796395827,0.6836152588983725,0.12883460645596378,0.06995242529058471,0.11165300949419299,0.22594335852881917,0.005389869951483747,0.009398285705632944,0.003367719246381386,0.006204134909584928,1.06,19.02412
116,174,ETR,Utilities,20332744704,13764237000.0,11742896000.0,10113636000.0,10878673000.0,1097138000.0,1118719000.0,1406653000.0,1258244000.0,5.48,5.4,5.57,6.94,6.36,7.19,17.547445,13.374131,2.4405348540145986,-1353932544,0.10687,0.08461010790094999,0.09613231059755867,0.1287419658283775,0.12307159607479698,0.6443,-14.966009101735573,95.83,2.063715659422757,2.327182012572693,2.1963164125086423,0.01872402805206318,0.01881647065654289,0.02415302253746153,0.02432615692332011,0.26617520616885953,0.20208001416179855,0.19393510326110558,0.19647690594828568,2.19,1.5361023
117,175,EOG,Energy,76645777408,29492000000.0,19669000000.0,9873240000.0,16941727000.0,7759000000.0,4664000000.0,-604572000.0,2734910000.0,16.0,13.31,8.03,-1.04,4.73,12.02,8.190625,10.902662,0.681416375,4984374784,0.35854,0.3131280519794988,0.2102795311091073,-0.029779103784786112,0.1263779812091245,0.2123,15.349047804764757,130.81,0.21687719439848258,0.24116321009918845,0.30103083521251006,0.18754683232215805,0.12197928653624857,-0.016885315940261422,0.07366838728640583,0.006214203391899965,0.009762583604949564,-0.0003888849117497161,0.002431631968604643,-12.28,2.905894
118,176,EPAM,Technology,14080880640,4824698000.0,3758144000.0,2659478000.0,2293798000.0,419416000.0,481652000.0,327160000.0,261057000.0,7.17,7.32,8.52,5.87,4.77,11.01,33.91492,22.086285,3.0803744769874477,514670880,0.18121,0.1397339758496661,0.19365876233405988,0.1649808524178802,0.1635546895802073,0.0,26.948339023960326,239.52,0.06437479260590925,0.09615872514240384,0.134341191053233,0.10461466779375483,0.13670762627557068,0.12022053905954878,0.11632477916485459,0.003319222331638178,0.010207548898578818,0.002300243420490413,0.004060458111133301,3.71,4.3193364
119,177,EQT,Energy,15474704384,12140621000.0,6839705000.0,2658629000.0,3799850000.0,1770965000.0,-1155759000.0,-967166000.0,-1221695000.0,9.0,4.79,-3.54,-3.68,-4.79,4.43,4.7544446,9.6591425,1.0732380555555556,845391488,0.33628,0.15851144518215035,-0.1152356437148033,-0.10449928905139143,-0.12461712997323021,0.066700004,18.84378389009755,44.05,0.5114725708916396,0.5496743764686012,0.5348829419874579,0.07811957568807239,-0.053489065869507225,-0.05339485219534701,-0.06495189834223385,,,-4.755462680696233,-1.8072170636781464,0.84,1.288972
120,178,EFX,Industrials,25015814144,5122200000.0,4923900000.0,4127500000.0,3507600000.0,696200000.0,744200000.0,520100000.0,-398800000.0,4.25,5.69,6.11,4.28,-3.3,8.83,46.661175,22.458664,5.2843915294117645,340962496,0.13174,0.17596360419562745,0.20762191719674145,0.16415225350334553,-0.154657566121151,0.3662,71.35735831778989,198.29,1.462732212814356,1.477206784957036,1.3818962252240878,0.06028801773482625,0.06740392540463187,0.054110572421398696,-0.05042356808698951,0.0023147133114207975,0.006991592145437882,0.00193072086175856,-0.0012462898496742466,2.28,5.8056674
121,179,EQIX,Real Estate,72395448320,7263105000.0,6635537000.0,5998545000.0,5562140000.0,704345000.0,500191000.0,369777000.0,507450000.0,8.78,7.69,5.57,4.22,6.03,10.48,88.16515,73.863556,8.41270569476082,2749421056,0.07111,0.061215633698204916,0.045964641692646684,0.03477312556681463,0.05739991127305074,1.5035001,26.344767150513885,774.49,1.43139254887421,1.3777258800292076,1.309324309939037,0.023237471388856134,0.017915985910231202,0.01367577108796934,0.021174086289878227,2.023136911344411,2.0411876808311806,2.2675828320179554,8.494735256206372,4.47,6.023531
122,180,EQR,Real Estate,24841011200,2735180000.0,2463997000.0,2571705000.0,2701075000.0,776911000.0,1332850000.0,913636000.0,970377000.0,2.36,2.06,3.56,2.45,2.61,1.65,27.779661,39.733334,16.836158474576273,1284729728,0.07498,0.06953194983209735,0.12166648349220827,0.08680090191096018,0.09406974316141156,1.2106,19.350339595410997,65.61,0.6922192889762946,0.7899433205890161,0.795521911186301,0.03842620102558766,0.06296163381578017,0.045035781973689314,0.045831369529417715,2.784387722919892,10.4579907099366,17.309613125686788,18.57607488801256,2.61,2.2617815
123,181,ESS,Real Estate,16134896640,1606814000.0,1440556000.0,1495748000.0,1460155000.0,408315000.0,488554000.0,568870000.0,439286000.0,7.52,6.27,7.51,8.69,6.67,5.9,32.292553,41.15932,5.473313829787235,787082112,0.094689995,0.07142904625521222,0.08151257265454519,0.094805188312132,0.07061991081962701,1.0987,19.67812948085396,241.32,1.0543190681082337,1.0608118355520044,1.0541899636858147,0.0330007383068083,0.037587226771641793,0.04397512495384069,0.03457473413873859,0.36214479760814056,0.414801469177332,0.5588059056394338,0.3289696474078867,4.63,2.7905905
124,184,EG,Financial Services,15568691200,11985000000.0,11300998000.0,9485261000.0,8231169000.0,597000000.0,1379083000.0,514151000.0,1009461000.0,16.91,15.19,34.66,12.81,24.77,58.92,21.206387,6.086219,0.35991833234772325,-398134496,0.122700006,0.07072621727283497,0.13601523989119435,0.052862604995015515,0.11052986857989089,0.2181,-39.14771755924411,359.0,0.3653595545551475,0.3046177304279044,0.19641758487611163,0.014937697042486113,0.036115563160812506,0.015680901607848175,0.03694404610795083,0.02447925209119239,0.05448225476747334,0.02270247051764402,0.055535276495765264,0.24,1.4275591
125,185,EVRG,Utilities,13323794432,5859100000.0,5586700000.0,4913400000.0,5147800000.0,752700000.0,879700000.0,618300000.0,669900000.0,3.39,3.27,3.84,2.72,2.8,3.96,17.112093,14.64899,4.3212359882005895,-451249984,0.08162,0.07936775730991069,0.09516031327073687,0.07079716948725583,0.07815070171140587,0.7325,-29.572224062837865,58.1,1.269135464006664,1.2078122971745056,1.1817963221654797,0.025523992960301663,0.03084448028610999,0.02280304483160488,0.025789289302776804,1.1521506199295883,1.1443996357486665,0.9481674589786843,1.168702023726448,5.98,1.3974946
126,186,ES,Utilities,23142176768,12289336000.0,9863085000.0,8904430000.0,8526470000.0,1404875000.0,1220527000.0,1205167000.0,909053000.0,4.17,4.05,3.55,3.56,2.83,4.65,15.908872,14.266665,3.4212625899280575,-1842733184,0.07656,0.09079432912143727,0.08359863297169477,0.08569426843803343,0.07197572698767711,0.77889997,-12.738456824447137,67.29,1.4825690398818392,1.3848802768029576,1.277663787406409,0.02639209556855135,0.02516958210798021,0.02614267916175755,0.022105215420273095,0.5525374146342231,0.6435206470389742,0.7706853992940094,0.6882786692237745,2.3,1.488612
